smiles	idnumber
COCCOc1ccccc1CNC(=O)CN1CCCCC(O)C1=O	Z2399652768
Cn1c(C(=O)N2CCC(c3nc(-c4ccc(F)cc4)no3)(C(F)(F)F)C2)cccc1=O	Z2608767289
CN(C(=O)CCn1ncn(C)c1=O)[C@H]1COC[C@H]1Oc1cnn(C)c1	Z2395120178
COC1CCCCN(CC(=O)NCc2nnc(C3CC3)n2C)C1=O	Z2402643618
Cc1cnn(CC2CCN(C(=O)CN3CCCCC(O)C3=O)CC2)c1	Z2401560072
COC1CCCCN(CC(=O)N(C)Cc2nncn2C(C)C)C1=O	Z2404068509
Cn1nc(CCNC(=O)CN2CCCCC(O)C2=O)c2ccccc21	Z2403192151
COCC1(CC(=O)N(Cc2nccs2)C2CC23CCNCC3)CC1	Z2451405344
COC(=O)C12CC(C(=O)N3CCC4(CC3)CC4N(C)Cc3nccs3)(C1)C2	Z2456329639
COCCNCCNC(=O)N1CCC(c2nc(C)no2)(C(F)(F)F)C1	Z2608269673
O=C(CN1CCCCC(O)C1=O)N1CCC(Cn2cccn2)CC1	Z2401349717
Cn1cc(O[C@@H]2CN(Cc3ccccc3OC3CC3)C[C@H]2O)cn1	Z2386589473
CN1C(=O)CC[C@H](CNC(=O)c2cn[nH]c2)[C@H]1c1nccn1C	Z2382479853
COc1ccccc1CN(C)C(=O)CN1CCCCC(OC)C1=O	Z2397970214
CCOc1ccccc1CNC(=O)C1Cn2c(C)nnc2CN1	Z2380960815
CC(OCc1ccc(F)cc1)C(=O)N1CC(c2cc(CO)on2)C1	Z2395243450
Cc1ccc(-c2noc(CN3CCCCC(N)C3=O)n2)cn1	Z2404960916
Cc1nn(CC(F)(F)F)c(C)c1C1COCCN1C(=O)c1ccc(C#N)[nH]1	Z1631370744
O=C(N1CCC(c2nc(-c3ccc(F)cc3)no2)(C(F)(F)F)C1)C12CCCN1CCC2	Z2608767407
COc1ccc(F)cc1CNC(=O)C1CCCOC1C	Z1840855787
CCOc1cccc(-c2noc(CN3CCCCC(N)C3=O)n2)c1	Z2404957284
CC(Oc1cccc(Cl)c1)C(=O)N1CC(c2cc(CO)on2)C1	Z2395211506
CCn1cc(O[C@@H]2COC[C@@H]2NC(=O)Cc2ccncc2C)cn1	Z2395110838
COC1CCCCN(CC(=O)NCc2nnc(C)n2C)C1=O	Z2400312988
Cc1nnc2n1CC(C(=O)NCc1ccccc1OC(F)(F)F)NC2	Z2380896172
COc1cccc(C(C)CC(=O)N2CC(c3cc(CO)on3)C2)c1	Z2395232725
O=C(CN1CCCCC(O)C1=O)N1Cc2cccc(Cl)c2C1	Z2404231093
Cc1nnc([C@H]2CN(Cc3cc[nH]c3)C[C@@H](C)O2)o1	Z2385857802
CC(=O)NC1(c2nc(C)no2)CCN(Cc2cn(C(C)C)nc2C)C1	Z2383226834
COc1ccc(C(=O)N2C[C@@H](OC)[C@H](c3cn(C)nn3)C2)cn1	Z2391064401
Cc1ccnn1-c1ccc(C(=O)N2CCCC2c2ccc(N)nn2)cc1	Z2385614597
Cn1nccc1[C@@H]1NC(=O)CC[C@H]1NC(=O)c1ccc2c(c1)OCCO2	Z2062051497
CO[C@@H]1CN(C(=O)c2ccccc2-n2cccn2)C[C@H]1c1cn(C)nn1	Z2391068056
Cc1noc(CC2(O)CCCN(Cc3nccn3-c3ccccc3)C2)n1	Z2383751136
CNC(=O)CC1(O)CCCN(C(=O)CC(C)(F)F)C1	Z2391435351
COc1cccc(C(=O)N2CCO[C@H](C)[C@H]2c2nc(C)no2)c1	Z2061161204
CO[C@@H]1CN(C(=O)c2ccc(Cl)o2)C[C@H]1c1cn(C)nn1	Z2391062709
CCc1ncc(CN2C[C@@H](C)O[C@@H](c3nnc(C)o3)C2)cn1	Z2385863180
Cc1cc(S(=O)(=O)N2C[C@@H](C(=O)NC3CC3)[C@H](c3cn(C)cn3)C2)c(C)o1	Z2785927451
CNc1ccc(C(=O)N2C[C@@H](OC)[C@H](c3cn(C)nn3)C2)cn1	Z2394610229
COCC1(C(=O)O)CCCN1C(=O)c1ccc(F)cc1Cl	Z2386655815
COCC1(C(=O)O)CCCN1C(=O)CCc1ccc(Cl)cc1	Z2386662269
CO[C@@H]1CN(C(=O)COc2ccc(F)cc2)C[C@H]1c1cn(C)nn1	Z2391061502
Cc1noc(CC2(O)CCCN(C(=O)CCOCc3ccccc3)C2)n1	Z2390911909
COCC1(C(=O)O)CCCN1C(=O)c1ccc(OC)cc1F	Z2386660198
Cc1noc(CC2(O)CCCN(CCc3ccc4ccccc4c3)C2)n1	Z2385063784
Cc1c[nH]cc1C(=O)N1C[C@H](c2cnn(C)c2C)[C@@H](C(N)=O)C1	Z2394570658
Cc1nnc([C@H]2CN(Cc3cnc(C4CC4)nc3)C[C@@H](C)O2)o1	Z2385863264
COCC1(C(=O)O)CCCN1C(=O)c1cc(F)c(Cl)cc1F	Z2386684730
COCC1(C(=O)O)CCCN1C(=O)c1cc(F)c(F)c(F)c1	Z2386663974
CO[C@@H]1CN(C(=O)c2ocnc2-c2ccccc2)C[C@H]1c1cn(C)nn1	Z2391086672
Cc1c([C@H]2CN(C(=O)C(C3CC3)C3CC3)C[C@@H]2C(N)=O)cnn1C	Z2391001181
Cc1ccc(CNC(=O)CN2CCCC(O)(Cc3nc(C)no3)C2)cc1	Z2385060150
Cc1noc(CC2(O)CCCN(Cc3cnn(-c4ccccc4)c3)C2)n1	Z2383745583
COCC1(C(=O)N2C[C@H](c3cnn(C)c3C)[C@@H](C(N)=O)C2)CCC1	Z2391005146
Cc1noc(CC2(O)CCCN(C(=O)Cc3cccc(C4CC4)c3)C2)n1	Z2390886473
Cc1ccc(F)c(C(=O)N2C[C@H](c3cnn(C)c3C)[C@@H](C(N)=O)C2)c1	Z2390996970
CCc1c(C(=O)NC[C@@H]2CCO[C@@H]2c2nc(C)no2)ccn1C	Z2384313374
COc1cc(C(=O)N2CCCC2c2ccc(N)nn2)ccc1F	Z2385576482
Cc1ccc(C(=O)N[C@H]2CCO[C@@H]2c2c(C)nn(C)c2C)nn1	Z2381349770
COCc1ccccc1C(=O)N1CCCC1c1ccc(N)nn1	Z2385602639
CO[C@@H]1CN(C(=O)COc2ccccc2)C[C@H]1c1cn(C)nn1	Z2391058731
Cc1cccc(CCN2CCCC(O)(Cc3nc(C)no3)C2)c1	Z2383752606
CNC(=O)CC1(O)CCCN(C(=O)c2ccc(CO)c(F)c2)C1	Z2391434995
COCC1(C(=O)N2C[C@H](c3cnn(C)c3C)[C@@H](C(N)=O)C2)CCCC1	Z2391007294
CCc1[nH]ccc1C(=O)NC[C@@H]1CCCO[C@H]1c1cnn(C)c1	Z2384951842
Cc1c([C@H]2CN(C(=O)c3cc(F)ccc3F)C[C@@H]2C(N)=O)cnn1C	Z2390991039
CO[C@@H]1CN(C(=O)c2cnn(C(C)(C)C)c2)C[C@H]1c1cn(C)nn1	Z2394618857
CO[C@@H]1CN(C(=O)c2cccnc2N2CCCC2)C[C@H]1c1cn(C)nn1	Z2391063072
CN1C(=O)CC[C@@H](NC(=O)c2cn(CC3CC3)nn2)[C@@H]1c1ccnn1C	Z2382053086
CO[C@@H]1CN(Cc2ccc(F)c(C#N)c2)C[C@H]1c1cn(C)nn1	Z2387224726
COCc1c(C(=O)N2CCCC2c2ccc(N)nn2)oc2ccccc12	Z2385622075
COC1(CCN2CCCC(O)(Cc3nc(C)no3)C2)CCC1	Z2385071994
Cc1noc(CC2(O)CCCN(C(=O)C3(c4ccccc4)CCC3)C2)n1	Z2390907507
COC1(C(=O)N2C[C@H](c3cnn(C)c3C)[C@@H](C(N)=O)C2)CCCCC1	Z2391003090
CC1=C(C)CN(C(=O)C2Cn3c(C)nnc3CN2C)CC1	Z2403721818
CO[C@@H]1CN(C(=O)COC2CCCC2)C[C@H]1c1cn(C)nn1	Z2391068596
CO[C@@H]1CN(C(=O)c2cc(C(C)C)no2)C[C@H]1c1cn(C)nn1	Z2391073931
CO[C@@H]1CN(C(=O)COc2c(C)nn(C)c2C)C[C@H]1c1cn(C)nn1	Z2391076901
CO[C@H]1C[C@H](c2nc(C)no2)N(C(=O)c2c(C)oc3ccccc23)C1	Z1754255917
CO[C@@H]1CN(C(=O)COc2ccc(C#N)cc2)C[C@H]1c1cn(C)nn1	Z2391059704
CO[C@@H]1CN(C(=O)c2cn3ccccc3n2)C[C@H]1c1cn(C)nn1	Z2391059895
CNC(=O)CC1(O)CCCN(C(=O)CNCC(F)(F)F)C1	Z2391441286
COc1ccc(C(=O)NC[C@@H]2CCCO[C@H]2c2cnn(C)c2)c(F)c1	Z2384930549
CO[C@@H]1CN(C(=O)c2ccc(N(C)C)nc2)C[C@H]1c1cn(C)nn1	Z2391067120
Cn1cc([C@@H]2OCC[C@H]2CNCc2c[nH]nc2-c2ccc(F)cc2)cn1	Z2353075880
CCn1ccnc1C(NC(=O)c1nc[nH]n1)C1CCOCC1	Z2060515835
COCC1(C(=O)O)CCCN1C(=O)c1ccc(F)cc1F	Z2386655389
CO[C@@H]1CN(C(=O)c2ccccc2-n2ccnn2)C[C@H]1c1cn(C)nn1	Z2391080711
COc1ccc(CCNC[C@@H]2CCO[C@H]2c2nccn2C)c(OC)c1	Z2383831894
Cc1cncc(CCC(=O)N2C[C@H](c3cnn(C)c3C)[C@@H](C(N)=O)C2)c1	Z2391006326
Nc1ccc(C2CCCN2C(=O)c2ccccc2OCC2CC2)nn1	Z2385600543
Cc1noc(CC2(O)CCCN(CCc3cnn(C)c3)C2)n1	Z2385064134
Cc1noc([C@H]2OCC[C@H]2CNC(=O)c2ccc(C3CC3)nc2C)n1	Z2384310104
Cc1c([C@H]2CN(C(=O)C3(C)COC3)C[C@@H]2C(N)=O)cnn1C	Z2391002544
COc1ccccc1CNC[C@H]1CC(c2nnc(C)[nH]2)C[C@H]1O	Z2385383178
Cl.O=C(NCCc1cccc(-c2ccccc2)c1)C1CCNC1	Z1459083920
CO[C@@H]1CN(C(=O)c2cc(-c3ccccc3)[nH]n2)C[C@H]1c1cn(C)nn1	Z2394621050
CO[C@@H]1CN(C(=O)c2ccc3cncn3c2)C[C@H]1c1cn(C)nn1	Z2391084669
COc1cccc2c1CCN(C(=O)[C@H]1CNC[C@@H]1c1cnn(C)c1C)C2	Z2384593791
Cc1c[nH]cc1C(=O)NC[C@H]1CCO[C@@H]1c1c(C)nn(C)c1C	Z2382172309
CO[C@@H]1CN(C(=O)c2occc2C)C[C@H]1c1cn(C)nn1	Z2391064259
Cc1noc(CC2(O)CCCN(Cc3ncnn3-c3ccccc3)C2)n1	Z2385071504
CCC(Oc1ccccc1C)C(=O)N1CC(OCc2nnc(C)o2)C1	Z2397339779
COCc1cccc(C(=O)N2CCO[C@H](C)[C@H]2c2nc(C)no2)c1	Z2061152580
Cc1c([C@H]2CN(C(=O)c3ccc(Cl)cn3)C[C@@H]2C(N)=O)cnn1C	Z2390998418
Cc1noc([C@H]2CN(C(=O)c3cccc4c3OCCO4)C[C@@H](C)O2)n1	Z2386324035
COc1c(Cl)cc(C(=O)N(CCC(=O)O)CC2CCCO2)cc1Cl	Z1444603384
Cc1nn(C)c(C)c1[C@H]1OCC[C@@H]1CNc1nc2c(cc1C#N)CCC2	Z2381315044
CCn1ccnc1[C@@H]1OCCC[C@H]1C(=O)NCC(F)(F)CO	Z2403134447
Cc1c([C@H]2CNC[C@@H]2C(=O)Nc2ccn(C)n2)cnn1C	Z2380865283
Cn1ccnc1[C@@H]1OCCC[C@H]1C(=O)N1CCC(Cn2ccnn2)CC1	Z2402378465
CS(=O)(=O)N(CC(=O)O)CC1CN(C(=O)c2cscn2)CCO1	Z1762714253
CNC(=O)CC1(O)CCCN(C(=O)c2c[nH]cc2C)C1	Z2391436023
Cc1noc(CC2(O)CCCN(C(=O)Cc3ccco3)C2)n1	Z2390900303
CNCCc1ccccc1C(=O)N1CCCC1c1ccc(N)nn1	Z2385569612
Cc1ccc(CC(=O)N[C@@H]2CCC(=O)N(C)[C@H]2c2nccn2C)cn1	Z2390735407
Cc1ccc(S(=O)(=O)N2CCC(N)CC2C)cc1F	Z2242859657
COc1ccc(F)cc1CNC(=O)[C@@H]1CCCO[C@H]1c1cnn(C)c1	Z2057955220
Cc1noc(C)c1CCC(=O)NC[C@@H]1CC(=O)N(C)[C@H]1c1ccccc1	Z1953567767
Cc1c([C@H]2CNC[C@@H]2C(=O)Nc2cnn(C)c2)cnn1C	Z2381255789
Cc1noc(CC2(O)CCCN(C(=O)c3cc[nH]c3C3CC3)C2)n1	Z2390891056
Cc1nn(C)c(C)c1[C@H]1OCC[C@@H]1CNC(=O)c1cccc2[nH]ncc12	Z2382377612
Cc1nnc([C@H]2CN(Cc3ccc(N4CCCC4)nc3)C[C@@H](C)O2)o1	Z2385858132
CNC(=O)CC1(O)CCCN(Cc2ncc(C3CC3)o2)C1	Z2385226210
Cc1noc([C@H]2OCC[C@H]2CNC(=O)c2ccc(F)c(Cl)c2F)n1	Z2384328418
CCOCC(=O)N[C@@H]1CCC(=O)N(C)[C@H]1c1nccn1C	Z2390734199
Cc1cc(C(=O)N2CCOC(CN(CC(=O)O)S(C)(=O)=O)C2)no1	Z1762714768
Cc1cnccc1CCNC(=O)[C@@H]1CCCO[C@H]1c1nccn1C	Z2402404865
COCc1nc(C2COCCN2C(=O)c2oc(C)cc2C)no1	Z1626868188
Cc1cc(C(=O)N2CCOC(CN(CC(=O)O)S(C)(=O)=O)C2)nn1C	Z1762714348
Cc1noc(CC2(O)CCCN(C(=O)c3ccc(CO)c(F)c3)C2)n1	Z2391051014
Cn1cc([C@@H]2OCC[C@H]2CNCc2c[nH]nc2-c2ccccc2)cn1	Z2353075707
Cc1nc(-c2ccccc2)oc1C(=O)N[C@H]1C[C@@H](O)[C@@H]1n1cccn1	Z2397107227
CNC(=O)CC1(O)CCCN(C(=O)c2ccc3[nH]cnc3c2)C1	Z2391426257
Cc1cccc2c1CN(C(=O)C1Cn3c(C)nnc3CN1C)CC2	Z2403512581
CN1C(=O)CC[C@@H](NC(=O)c2nccn3ccnc23)[C@@H]1c1nccn1C	Z2394648974
CCc1nnc(CN2CCC(NC(C)=O)(c3nc(C)cs3)C2)s1	Z1755367477
Cc1cc(CNC(=O)[C@@H]2CCCO[C@H]2c2nccn2C)ccn1	Z2404429012
CNC(=O)c1ccc(C2CCCCN2Cc2ccno2)n1C	Z1759960513
CC(=O)NC1(c2nc(C)cs2)CCN(Cc2nc(C)no2)C1	Z1755368982
Cc1c([C@@H]2[C@@H](C(=O)NCCc3ccon3)CC(=O)N2C)cnn1C	Z2060991462
Cc1ccc(C(=O)N(C)C[C@@H]2CCCN(C)[C@H]2c2cnn(C)c2)cc1F	Z1757436121
CNC(=O)CC1(O)CCCN(C(=O)c2cccc3nccnc23)C1	Z2391443013
CNC(=O)CC1(O)CCCN(C(=O)C(C)(C)N2CCOCC2)C1	Z2391434963
Cn1cc([C@@H]2OCCC[C@H]2CNCc2c[nH]nc2-c2ccccc2)cn1	Z2382163218
CCn1nccc1[C@@H]1OCCC[C@H]1CNC(=O)c1cc[nH]c1C	Z2385494662
CC1CC(N)CCN1S(=O)(=O)c1ccc(C(F)(F)F)cc1Cl	Z2242887100
CCCc1[nH]ccc1C(=O)N[C@@H]1CCC(=O)N(C)[C@H]1c1ccnn1C	Z2373293860
COCC1(C(=O)O)CCCN1C(=O)c1cccc(OC)c1	Z2386655200
CCn1nccc1[C@@H]1OCCC[C@H]1CNC(=O)c1cn[nH]c1C	Z2385491752
CO[C@@H]1CN(C(=O)Cc2c[nH]c3cccc(Cl)c23)C[C@H]1c1c[nH]nn1	Z2392555591
CCc1cccc(Cl)c1CNC[C@H]1CC(c2nnc(C)[nH]2)C[C@H]1O	Z2385390620
Cc1cc(C)n(CC(=O)N2CCCC(O)(Cc3nc(C)no3)C2)n1	Z2390905949
CNC(=O)CC1(O)CCCN(Cc2cccc(C)n2)C1	Z2385218940
Cn1cc([C@@H]2OCCC[C@H]2CNC(=O)c2cc(Cl)cn2C)cn1	Z2384936320
CC(C)OCC(=O)N[C@@H]1CCC(=O)N(C)[C@H]1c1nccn1C	Z2390736119
Cc1noc(C)c1C(C)(C)C(=O)N[C@H]1C[C@@H](O)[C@@H]1n1cccn1	Z2397099233
CCn1nccc1[C@@H]1OCCC[C@H]1CNC(=O)c1cn(C)nn1	Z2385372834
COCC1(C(=O)O)CCCN1C(=O)c1ccncc1	Z2386675907
CCc1[nH]ccc1C(=O)NC1CCC(=O)NC1c1ccnn1CC	Z2572827178
CNC(=O)C1(COC)CCCN1Cc1cnnn1C	Z2384010532
CO[C@@H]1CN(C(=O)c2cc(Cl)ccc2Cl)C[C@H]1c1c[nH]nn1	Z2392582089
COc1cc(C(=O)NC[C@@H]2CCCO[C@H]2c2cnn(C)c2)nn1C	Z2384960907
CNC(=O)CC1(O)CCCN(Cc2cncc(OC)c2)C1	Z2385228558
CC(C)n1cncc1CNC[C@@H]1CCO[C@H]1c1cnn(C)c1	Z2381389781
Cc1noc(C)c1C(=O)NC[C@@H]1CCCO[C@H]1c1cnn(C)c1	Z2384926530
CO[C@@H]1CN(C(=O)c2cccnc2N2CCCCC2)C[C@H]1c1c[nH]nn1	Z2392850929
Cn1ccnc1[C@@H]1OCCC[C@H]1C(=O)N1CCN(CC2CC2)CC1	Z2399520198
CCc1cnc(CNC(=O)[C@H]2CC(=O)N(C)[C@@H]2c2cnn(C)c2C)o1	Z2057819271
CCn1nccc1C1NC(=O)CCC1NC(=O)c1c(C)ccn1C	Z2572827175
CC(C)C1(CO)CCCN(C(=O)c2csc3ccccc23)C1	Z2232474561
CCCc1n[nH]c(C2CN(C(=O)c3cc[nH]c3C(C)C)CCO2)n1	Z2071870284
Cc1nnc2n1CC(C(=O)N1CCc3ccccc3C1)N(C)C2	Z2397714266
COCC1(C(=O)O)CCCN1C(=O)CCc1cc(OC)cc(OC)c1	Z2386661465
CCn1nccc1C1NC(=O)CCC1NC(=O)c1cc[nH]c1C	Z2572827172
Cc1[nH]ncc1C(=O)N[C@@H]1CCC(=O)N(C)[C@H]1c1nccn1C	Z2394429280
Cc1cc(C(=O)N2CCC(OCc3c(C)noc3C)C2)no1	Z1686752624
CCn1ccnc1[C@@H]1OCCC[C@H]1C(=O)NCc1c(C)cc(C)[nH]c1=O	Z2398561338
Cc1c([C@@H]2[C@@H](C(=O)NCc3cccc(CO)c3)CC(=O)N2C)cnn1C	Z2054738083
CCc1noc(C)c1CN1CCC(NC(C)=O)(c2nc(C)no2)C1	Z2383972797
CS(=O)(=O)N(CC(=O)O)CC1CN(C(=O)Cc2cccs2)CCO1	Z1762714746
Cc1noc(CC2(O)CCCN(C(=O)c3cnn4ccccc34)C2)n1	Z2390905639
CCn1nc(C)c(CN2CCC(NC(C)=O)(c3nc(C)no3)C2)c1C	Z2383232015
COCC1(C(=O)O)CCCN1S(=O)(=O)c1c(C)cccc1F	Z2389859574
CC(=O)NC1(c2nc(C)no2)CCN(Cc2cnn3ccccc23)C1	Z2383231511
Cc1nnc([C@H]2CN(C(=O)c3cc4nccnc4cc3F)C[C@@H](C)O2)o1	Z2392673901
CNC(=O)c1cccc(C(=O)N2CCCC2(COC)C(=O)NC)c1	Z2389066057
CO[C@@H]1CN(C(=O)c2cc(F)c(F)cc2F)C[C@H]1c1c[nH]nn1	Z2392565101
Cc1c([C@H]2CNC[C@@H]2C(=O)N2CCc3cccc(F)c3C2)cnn1C	Z2384557128
CC1CNCCC1NC(=O)c1ccc(F)cc1F	Z2242855504
CNC(=O)CC1(O)CCCN(C(=O)c2ccc3c(c2)OCO3)C1	Z2391425971
Cc1nn(C)c(C)c1[C@H]1OCC[C@@H]1NC(=O)c1ncccc1O	Z1754095007
CCn1cc([C@H]2OCC[C@@H]2NC(=O)c2ncc(C#N)cc2Cl)cn1	Z1756537180
Cc1nc2ccccc2nc1CN1CCCC(O)(CC(=O)N(C)C)C1	Z2385194674
CNC(=O)c1cccc(CNC(=O)[C@@H]2CCCO[C@H]2c2nccn2C)c1	Z2399020298
CCc1occc1C(=O)NC[C@@H]1CC(=O)N(C2CC2)[C@H]1c1cccnc1	Z2055313835
Cc1c([C@H]2CNC[C@@H]2C(=O)Nc2ccn(CC(F)(F)F)n2)cnn1C	Z2384563803
Cc1cc(NC(=O)[C@H]2CNC[C@@H]2c2cnn(C)c2C)n(C)n1	Z2380835440
CCN1C(=O)CC[C@H](C(=O)NCCn2ccnc2C)[C@H]1c1ccnn1C	Z2400247975
CN1C(=O)CC[C@@H](NC(=O)c2[nH]ccc2C2CC2)[C@@H]1c1ccnn1C	Z2382052541
CCc1ccnc(C(=O)N2CCCC(O)(CC(=O)NC)C2)c1	Z2391444727
CCC(Oc1ccccc1F)C(=O)N1CC(OCc2nc(C)no2)C1	Z2397269466
CCn1cc([C@H]2OCC[C@@H]2NC(=O)c2cc(C#N)ccc2Cl)cn1	Z2074402675
Cc1n[nH]c(CN2CCCC(O)(CC(=O)N(C)C)C2)n1.I	Z2587653584
O=C(N[C@H]1C[C@@H](O)[C@@H]1n1cccn1)c1cnn2c1CCCC2	Z2397104794
CN1C(=O)C[C@@H](CNC(=O)c2ccoc2C2CC2)[C@@H]1c1cccnc1	Z2055288172
Cc1c([C@H]2CNC[C@@H]2C(=O)N(C)CCc2ccccn2)cnn1C	Z2384470574
Cc1cc(NC(=O)[C@H]2CNC[C@@H]2c2cnn(C)c2C)nn1C	Z2384933865
O=C(c1csc2ccccc12)N1CCCC(O)CC1	Z2232795023
O=C(O)CCN(C(=O)c1ccc(F)cc1)C1CCOCC1	Z1444689907
CNC(=O)CC1(O)CCCN(C(=O)c2nn(C)c(C)c2Cl)C1	Z2391426426
Cc1c(NC(=O)CC2(O)CCCN(Cc3ccccc3)C2)nnn1C	Z2404652548
CCC(Oc1ccccc1C)C(=O)N1CC(OCc2nc(C)no2)C1	Z2397269231
Cc1noc(CN2CCCC(O)(CC(=O)N(C)C)C2)n1	Z2385198009
COc1ncccc1CNC(=O)[C@@H]1CCCO[C@H]1c1cnn(C)c1	Z2052865404
Cc1nc(C(=O)N[C@H]2C[C@@H](O)[C@@H]2n2cccn2)c(-c2ccccc2)o1	Z2397103006
CO[C@@H]1CN(C(=O)c2ccccc2-n2cccn2)C[C@H]1c1c[nH]nn1	Z2392576012
CCc1nnc(CN2CCCC2(COC)C(=O)NC)o1	Z2385634911
O=C(O)CCN(C(=O)COc1ccc(F)cc1Cl)C1CCOCC1	Z1444690062
CN(C[C@@H]1CCCN(C)[C@H]1c1cnn(C)c1)C(=O)c1cc[nH]c1C1CC1	Z2074470128
Cc1nnc([C@H]2CN(Cc3cnc4c(cnn4C(C)C)c3)C[C@@H](C)O2)o1	Z2385856176
CNC(=O)C1(COC)CCCN1C(=O)c1ccc(C)n1C	Z2392495737
Cc1ccc(F)c(OCC(=O)N[C@H]2CCO[C@@H]2c2cnn(C)c2)c1	Z1756528145
CN(C)C(=O)CC1(O)CCCN(Cc2ncc(C3CC3)o2)C1	Z2385208348
Cc1nn(C)c(C)c1[C@H]1OCC[C@@H]1CNC(=O)c1cc[nH]c1C	Z2382179969
Cc1cc[nH]c1C(=O)N1CCCC(O)(CC(N)=O)C1	Z2390793590
CCN1C(=O)CC[C@H](C(=O)N(C)CCn2cccn2)[C@H]1c1nccn1C	Z2400689520
CNC(=O)C1(COC)CCCN1C(=O)c1cc(C#N)ccn1	Z2392506696
CN1C(=O)CC[C@H](C(=O)N2CCc3cccc(F)c32)[C@H]1c1ccnn1C	Z2402255798
COCc1cccc(C(=O)N2CCCC(c3n[nH]cc3NC(C)=O)C2)c1	Z1625846944
Cc1nnc([C@H]2CN(C(=O)c3cccc4[nH]cnc34)C[C@@H](C)O2)o1	Z2397521104
CNC(=O)C1(COC)CCCN1C(=O)c1cc(C)c(Cl)cc1C	Z2389056858
Cc1[nH]nc2ncc(C(=O)NC[C@@H]3CCN(C)[C@H]3c3cccnc3)cc12	Z1756381091
CCn1cc(C(=O)NC[C@@H]2CCCO[C@H]2c2ccnn2C)cn1	Z2385353233
CCc1ocnc1C(=O)N[C@@H]1CCC(=O)N(C)[C@H]1c1ccnn1C	Z2062062702
Cc1n[nH]c(C)c1NC(=O)CC1(O)CCCN(Cc2ccccc2)C1	Z2399344986
CNC(=O)C1(COC)CCCN1C(=O)c1ccc(C#N)c(C)n1	Z2389074997
CC(CO)N1CCCN(c2nc(N)c3cnn(C)c3n2)CC1	Z1883361843
CO[C@@H]1CN(C(=O)c2cccc3[nH]c(C)nc23)C[C@H]1c1c[nH]nn1	Z2392861602
Cc1nc(C2CC2)oc1C(=O)N1CCC(c2nc(C3CC3)no2)C1	Z2060835068
CCn1cc([C@H]2OCC[C@@H]2NC(=O)c2cncn2C)cn1	Z2165425869
CNC(=O)C1(COC)CCCN1Cc1ccnn1C1CCCC1	Z2384013960
CNC(=O)C1(COC)CCCN1Cc1cc(C)nn1C	Z2384014191
CCn1nccc1[C@@H]1OCCC[C@H]1CNC(=O)c1cnn2ccccc12	Z2385386503
Cn1nccc1[C@@H]1NC(=O)CC[C@H]1NC(=O)c1ccnc(C2CC2)c1	Z2062045664
Cc1ccncc1NC(=O)CC1(O)CCCN(Cc2ccccc2)C1	Z2400796070
CO[C@@H]1CN(C(=O)c2cccnc2NC(C)C)C[C@H]1c1c[nH]nn1	Z2392570120
CNCCN(C)C(=O)[C@H]1CNC[C@@H]1c1cnn(C)c1C	Z2450960215
CO[C@@H]1CN(C(=O)Cc2noc3ccccc23)C[C@H]1c1c[nH]nn1	Z2392848017
NC(=O)CC1(O)CCCN(C(=O)c2ccc(N3CCOCC3)cc2)C1	Z2390793676
Cc1nnc([C@H]2CN(C(=O)c3cccnc3N3CCCC3)C[C@@H](C)O2)o1	Z2392683381
CNC(=O)C1(COC)CCCN1C(=O)c1ccc2c(c1)OC(F)(F)O2	Z2389053629
CO[C@@H]1CN(C(=O)c2cccnc2OCC(C)C)C[C@H]1c1c[nH]nn1	Z2392571553
CC(=O)NC1(c2nc(C)no2)CCN(Cc2cccc3cccnc23)C1	Z2383233165
Cc1cccc(OCCC(=O)N2CCCC(CCC(=O)O)C2)c1	Z1609733218
CC(C)OCCC(=O)N(Cc1nccs1)C1CC12CCNCC2	Z2242927788
CNC(=O)C1(COC)CCCN1C(=O)c1ccco1	Z2389083941
CCN(Cc1ccccn1)C(=O)[C@H]1CNC[C@@H]1c1cnn(C)c1C	Z2464992185
CO[C@@H]1CN(C(=O)c2cccc3[nH]cnc23)C[C@H]1c1c[nH]nn1	Z2392564994
NC(=O)CC1(O)CCCN(Cc2ncc(C3CC3)o2)C1	Z2385055068
CC(F)(F)CC(=O)N1CCCC(O)(CC(N)=O)C1	Z2390797187
CO[C@@H]1CN(C(=O)c2cc(C)c(C)cc2Cl)C[C@H]1c1c[nH]nn1	Z2392562140
CNC(=O)C1(COC)CCCN1C(=O)c1ccccc1OC1CC1	Z2389055208
COc1ccncc1CNC(=O)[C@@H]1CCCO[C@H]1c1nccn1C	Z2404330792
NC(=O)CC1(O)CCCN(C(=O)c2cccc3cc[nH]c23)C1	Z2390801981
CCn1ccnc1C1CCCCN1C(=O)Nc1ccnnc1	Z2313230854
COc1cccc(F)c1C(=O)N1CCC(O)(Cn2ccnn2)C1	Z2061425681
O=C(O)CC1CN(C(=O)C2CCC(F)(F)CC2)CCO1	Z1869903785
Cc1c([C@@H]2[C@@H](C(=O)NCCn3ccnc3)CC(=O)N2C2CC2)cnn1C	Z2053183075
O=C(Nc1ccccn1)C1CCCN(CC2(CO)COC2)C1	Z1400466117
COCC1(C(N)=O)CCCN1Cc1ccc(-c2ccccc2OC)cc1	Z2384002378
CCn1ccnc1C(=O)N(C)C1CCCN(Cc2noc(C)n2)C1	Z2196874764
