smiles	idnumber
CC(C)=CC1C(C(=O)Nc2ccn(CC(N)=O)n2)C1(C)C	Z759233458
Cn1nc(C2CCC2)cc1NC(=O)NCC1(CO)CC1	Z1434088016
O=C(O)c1nc(OCC2CCCO2)ccc1Cl	Z335089574
Cc1nn(C)c(C)c1CC(=O)NC1CCC(O)CC1	Z216422694
Nc1noc(CCNC(=O)NC2CCCCC2)n1	Z1421999198
Cc1ccc(CCNC(=O)N2CCN(C(C)C(F)(F)F)CC2)cn1	Z1345874080
O=C(NCCc1ccccn1)N1CCN(C2CC3CCC2C3)CC1	Z1334540153
CCCNC(=O)CNC(=O)Cn1nc(C)c(Cl)c1C	Z755077150
Cc1noc(C)c1CC(=O)NC1(C(=O)O)CCCCC1	Z85888769
Cc1nc(NC(=O)NCCOC2CCCCC2C)oc1C	Z859056516
CC1(C)C2CCC1(C)C(NC(=O)Cn1cc([N+](=O)[O-])ccc1=O)C2	Z165853514
CNC(C)(C(N)=O)c1ccncc1.Cl.Cl	Z477328166
Cc1nc(N)c(CC(=O)O)c(=O)[nH]1	Z1262529443
O=c1[nH]c(=O)n(CCOCC2CCCO2)cc1Cl	Z1381430631
CCc1csc(NC(=O)NCC2CCCS2)n1	Z1402536636
CCc1csc(NC(=O)NCC2CCOC2C(C)C)n1	Z1352603733
Cc1noc(C)c1CC(=O)NCCCC1CCCC1	Z316794880
O=C(O)c1cccc(=O)n1CCOc1ccccc1Cl	Z1495921310
Cc1noc(C)c1CCNC(=O)NC1CC2CCC1C2	Z1241856435
COc1ccc(NC(=O)NC2CCCCC2)cn1	Z44605936
NC(=O)Cc1nc2ccccc2n1CC(O)c1cc(F)ccc1F	Z642129298
CC1CN(c2cn[nH]c(=O)c2Cl)CC(C)(C)O1	Z855814090
Cc1nnc(NC(=O)NC2CCCCCC2)s1	Z410633074
O=C(Cn1ccc(=O)[nH]c1=O)NCC12CC3CC(CC(C3)C1)C2	Z94530317
O=C(Nc1nncs1)NC1CCCCC1	Z56259433
O=C(Cn1cnnn1)NCCC1CC2CCC1C2	Z437509286
NCC(O)c1ccncc1	Z336086554
CCc1cnc(CCNC(=O)NC2CCCCC2O)s1	Z1308437520
Cc1cc(NC(=O)NCC(=O)N2CCCC2)sn1	Z1341309084
Cc1nnc(NC(=O)NC2CCCCC2)s1	Z44571448
CC(C)c1nc(CCNC(=O)N2CCC2)cs1	Z1028821684
O=C(NCCn1ccnc1)NC1CCCCCCC1	Z446482172
CCc1nc(CCNC(=O)NC2CCCC2C)cs1	Z1130647122
CN(C)C1(CNC(=O)Nc2cccnc2)CCOCC1	Z1199532659
CC(C)c1nc(CCNC(=O)C2CC2)cs1	Z1023987166
CC(C)c1nc(CCNC(=O)N2CCSCC2)cs1	Z1025278812
Cc1ccc(CCNC(=O)NC2CCCC(C(F)(F)F)C2)cn1	Z1177132461
CC(C)NC(=O)c1ccc(N2CCOC(C)(C)C2)nn1	Z1230730174
CCc1nc(CCNC(=O)NC2CC2)sc1C	Z1015294992
CCNC(=O)Cn1ccc(NC(=O)COCC)n1	Z1165525163
Cl.NCCc1nc(N)no1	Z1259340155
O=C(NC1CCCC1n1ccnc1)C1CCCCC1	Z385029580
CC(CC1CCCCC1)C(=O)NCCc1cscn1	Z1204507810
CNC(=O)C(C)NC(=O)Cn1cncn1	Z740287448
CCc1nc(CCNC(=O)C2CC2)cs1	Z1023998392
CC(OCC1CCCCO1)C(=O)Nc1cccc(C(F)(F)F)n1	Z1014120582
Cc1cc(C)n(C2CNC2)n1.Cl.Cl	Z1013747870
Cl.Cl.NCCc1c[nH]cn1	Z1013680228
CC(Nc1ccncc1N)C1CCCO1	Z431523944
CCc1nc(CCNC(=O)C2CCC2)cs1	Z1023998668
O=C(NCCc1ccccn1)C1CCCN1C(=O)C1CCCCC1	Z425613622
CCCNC(=O)CNC(=O)C(C)n1cccn1	Z403169938
Cl.Cl.NCCc1nncn1C1CC1	Z995119538
CCNC(=O)Cn1ccc(N)n1	Z451325238
CC(NC(=O)C(C)n1cccn1)C(N)=O	Z317702076
CS(=O)c1nncn1CC(=O)NCCC1CCCCC1	Z1184938732
CCn1cnnc1C1CCCNC1.Cl.Cl	Z990954406
Cl.Cl.c1nnc(C2CCCNC2)n1C1CC1	Z995119512
CC(C)n1cnnc1C1CCCNC1.Cl.Cl	Z995119226
C=C(C)CN1CCC(NC(=O)Nc2c(C)noc2C)CC1	Z1142021668
CC(C)(C)c1csc(CCNC(=O)C2CC2)n1	Z1129727696
CC(C)(C)c1csc(CCNC(=O)N2CCCC2)n1	Z1130417524
CCc1nc(CCNC(=O)N2CCC2)sc1C	Z1019307030
Cc1nc(CCN)n[nH]1.Cl	Z802556572
CCc1nc(C2CCCNC2)no1.Cl	Z979741224
Cc1cc(O)n(CC2CCCO2)c(=O)c1C#N	Z1213668744
CN(C)c1ccc(NC(=O)NC2CCC(O)CC2)cn1	Z434227730
CNC(=O)Cn1cnc(N)n1	Z600615122
CC(C)NC(=O)c1ccc(N2CCOCC2)nc1	Z223848596
CNC(=O)C(C)NC(=O)C(C)n1cncn1	Z740297470
CCc1nc(CCNC(=O)C2CC2)sc1C	Z1014210782
CC(C)(C)c1ncc(NC(=O)NC2CCN(C3CC3)CC2)cn1	Z1032476766
Cn1cccc(NC(=O)NCCC2=CCCCC2)c1=O	Z1251123216
Nc1cnn(CC(=O)NC2CCCC2)c1	Z319618798
Cc1ccn(CC(=O)NC2CCCCCCC2)c(=O)c1	Z1134990859
CC(OCC(F)(F)F)C(=O)Nc1cccnc1N1CCOCC1	Z878196726
Cc1noc(C)c1NC(=O)NC(C)C1CCCO1	Z1117054671
Cc1noc(C)c1NC(=O)NC1CCN(C)CC1	Z1117055474
Cn1cnnc1CCNC(=O)CCC1CCCCC1	Z1126999571
CC(C)(C)c1csc(CCNC(=O)C2CC=CCC2)n1	Z1129729432
CC(C)c1nc(CCNC(=O)NC2CC2)cs1	Z1025052504
Cl.Cl.NCc1ccc(N2CCOCC2)nc1	Z217165570
Cc1ccn(CC(=O)NC2CCCC2)c(=O)c1	Z1134990856
CCCCNC(=O)CNC(=O)Cn1cncn1	Z827179948
Cc1nc(C2CCCNC2)no1.Cl	Z979729656
CC(C)NC(=O)CNC(=O)Cn1cncn1	Z221034276
CC1CN(c2ccc(NC(=O)NCC3(O)CCC3)cn2)CC(C)O1	Z1243891239
COCCNC(=O)Cn1cc(N)cn1	Z424780102
O=C(O)Cc1csc(N2CCCNC2=O)n1	Z838921402
C=CCNC(=O)Nc1ccc(N2CCN(S(C)(=O)=O)CC2)nc1	Z1184508642
O=C(Cn1cncn1)NCC(=O)N1CCCC1	Z254557728
CC1CN(c2ccc(N)cn2)CC(C)O1	Z239126276
Cc1nc(N2CCCC2)[nH]c(=O)c1CC(=O)O	Z802844840
O=C(NC(Cc1c[nH]cn1)C(=O)O)C1CCCCC1	Z239129310
O=C(Nc1ccc(OCC(F)(F)C(F)F)nc1)C1COCCO1	Z1129160851
O=c1oc2ccccc2n1CCO	Z425794534
Cc1nn(CCO)c2nc(C3CC3)cc(C(=O)O)c12	Z240121398
CS(=O)(=O)N1CCN(c2ccc(NC(=O)NC3CC3)cn2)CC1	Z1184507278
CC(C(=O)NC1CCC(C(=O)O)CC1)n1cccn1	Z565903676
CS(=O)c1nncn1CC(=O)NCCC1=CCCCC1	Z1126763347
NC(=O)c1ccc(=O)n(CC(=O)NCCCC2CCCCC2)n1	Z1123860469
O=C(Cc1ccncc1)NC1CCC(C(=O)O)CC1	Z565902020
CCc1nc(CCNC(=O)C2CCCCC2)sc1C	Z1014210818
Cc1ccn(CC(=O)NCCC2=CCCCC2)c(=O)c1	Z1134990591
Cc1cc2ncn(CC(O)CN3CCOC(CN(C)C)C3)c2cc1C	Z1139546315
Cc1cc(N)nc(SCC(O)Cn2cnc3cc(C)c(C)cc32)n1	Z653611390
COCCN1CCN(CC(O)Cn2cnc3cc(C)c(C)cc32)CC1	Z641992522
Cc1nc(N)[nH]c(=O)c1CCO	Z1198149297
CN(C)CCNC(=O)Cn1ccc(N)n1	Z955157078
CN(C)C1(CNC(=O)Nc2cccnc2N2CCCC2)CCOCC1	Z1199532862
Cc1cnn(CCNCc2nc3cc(Cl)ccc3n2CCO)c1	Z1139454322
COc1ccccc1COCC(O)Cn1cnc2cc(F)c(F)cc21	Z287341472
O=C(O)C(Cn1ccc(C(F)(F)F)n1)NC1CC1	Z898402828
CCC(NCCn1cc(C)cn1)C(N)=O	Z1139454281
COCCN1CCC(CNC(=O)Cn2cnnn2)CC1	Z1048258818
Cc1ccc(=O)n(CC(=O)NC2(C(=O)O)CCCCC2)n1	Z1124001989
COCCn1nc(C(=O)NC2(C(F)(F)F)CCCCC2)ccc1=O	Z1203244180
CC1CN(c2ccc(NC(=O)NCC(C)(C)C(N)=O)cn2)CC(C)O1	Z434551084
CN(Cc1ccccc1)CC(O)Cn1cnc2ccccc21	Z992049472
CC(C)OCCc1nc(CC(=O)NC2CCCCC2)no1	Z1169855018
OCCCc1nc2ccccc2n1CC(O)c1ccc(F)cc1	Z822182972
COCC(C)NC(=O)Nc1nnc(C2CC2)s1	Z410227912
CC(C)CNC(=O)Nc1nnc(C2CC2)s1	Z410228016
O=C(NCCn1ccnc1)N1CCC2(CCCCC2)CC1	Z1028031244
CNC(=O)C1CCC(NC(=O)Nc2cnc(C(C)(C)C)nc2)CC1	Z1032480460
CCc1nc(CCNC(=O)NC2CCSCC2)cs1	Z1028471552
CC(C)C(C)NC(=O)Nc1nnc(C2CC2)s1	Z410227854
CC(C)(C)c1csc(CCNC(=O)C2CCCC2)n1	Z1129727757
Cc1cc(NC(=O)NCC(O)CN2CCC(C)CC2)on1	Z1166082280
NS(=O)(=O)c1cccnc1N1CCOCC1	Z1134133493
CC(Cn1cccn1)NC(=O)C1CCCC1	Z402800286
CC1CCN(CC(O)CNC(=O)Nc2ccncc2)CC1	Z1166082485
Cc1cc2ncn(CC(O)CN3CCN(CC(C)O)CC3)c2cc1C	Z1139549492
O=C(NCCS(=O)(=O)N1CCSCC1)Nc1ccccn1	Z1149174939
Cc1cccn(CC(=O)NCCC2=CCCCC2)c1=O	Z1103034656
OCCNc1nc2ccccc2n1CC(O)c1cc(F)ccc1F	Z641275504
NC(=O)CNC(=O)Cn1cccc(C(F)(F)F)c1=O	Z290006932
COCCn1cc(C(=O)NCC2(N(C)C)CCCCCC2)ccc1=O	Z729322352
CC1CCN(C(=O)NCCc2nccn2C(F)F)CC1	Z1032840362
CC(NC(=O)Nc1cccnc1N1CCCCC1)C(=O)NC(C)(C)C	Z975125732
COCCN1CCC(CNC(=O)Cc2c(C)nc(C)[nH]c2=O)CC1	Z1050083462
O=C(NCC1CCN(C2CC2)C1)Nc1ccccn1	Z533219442
CC1(NC(=O)Nc2nncs2)CCCCCC1	Z1171507567
CCOc1ncccc1NC(=O)NC1CCCN(S(C)(=O)=O)C1	Z826278840
COCC(C)NC(=O)Nc1ccc(N2CCCC2)nc1	Z434220808
Cc1cc2ncn(CC(O)CN3CCN(CCO)CC3)c2cc1C	Z641253670
CCN1CCOC(CNCC(O)Cn2cnc3cc(C)c(C)cc32)C1	Z1142824390
CC1CCN(CC(O)CNC(=O)Nc2cccnc2)CC1	Z1166082288
CC1CCCN(C(=O)NCCc2nccn2C(F)F)C1	Z1032840968
COc1ccc(NC(=O)C(C)OC)c(N2CCN(C(C)=O)CC2)n1	Z1049915906
CC(=O)c1cccc(OCC(O)Cn2c(=O)n(C)c3ccccc32)c1	Z301096320
CC(C)(C)NC(=O)Cn1nc(C2CC2)cc(C(F)(F)F)c1=O	Z735001092
CCN1CCOC(CNc2nccc(C(F)(F)F)n2)C1	Z1142725078
O=C(Nc1ccccn1)NC1(CO)CCOCC1	Z1127202132
C=C(C)CN1CCC(NC(=O)Nc2ccc(N(C)C)nc2)CC1	Z1142001606
Cc1cc2ncn(CC(O)CN3CCNC(=O)C3)c2cc1C	Z641317448
C#CCNC(=O)CNC(=O)Nc1cccnc1N1CCCCC1	Z962890260
CC(NC(=O)Nc1ccccn1)C(=O)N1CCS(=O)(=O)CC1	Z1127201884
CC(C)CC(=O)N1CCC(NC(=O)Nc2ccc(N(C)C)nc2)CC1	Z976942204
O=C(COCC1CCCO1)Nc1cc(C(F)(F)F)c[nH]c1=O	Z930907260
O=C(NCCC(=O)N1CCCC1)Nc1ccc(N2CCOCC2)nc1	Z434197756
CCN(C(=O)Cc1csc(N2CCNC2=O)n1)C1CC1	Z422549088
CCSc1ccc(NC(=O)NCC2CCCO2)cn1	Z940425634
O=C(NCCc1nccn1C(F)F)N1CCSCC1	Z1032846974
CCC1CCC(CNC(=O)Cn2cnnn2)CC1	Z872093780
Cc1noc(Cl)c1CC(=O)NC1CCN(C2CC2)C1	Z1005952312
NC(=O)C1(CNC(=O)Nc2ccc(N3CCCC3)nc2)CCOCC1	Z555410110
CC(C)(C)c1ncc(NC(=O)NCC(=O)NC2CCCCC2)cn1	Z1032474550
CC(C)C(=O)N1CCC(NC(=O)Nc2cnc(C(C)(C)C)nc2)CC1	Z1032474244
CCOCC(=O)Nc1ccc(OC)nc1N1CCN(C(C)=O)CC1	Z1049914476
COCCOc1ccc(NC(=O)N2CCN(C)CC2C)cn1	Z1166227258
Cc1nc(C)c(CC(=O)NC2(C)CCC(C)CC2)c(=O)[nH]1	Z983337702
CNC(=O)C(CC(C)C)NC(=O)Cn1cc(C(F)(F)F)ccc1=O	Z438107912
CNC(=O)C1CCC(NC(=O)Nc2ccc(OC)nc2)CC1	Z914330686
Cc1nn(C)c(C)c1C(C)C(=O)NC1(C)CCC(C)CC1	Z982699062
Cc1cnn(CC(C)NCCC(=O)N2CCOCC2)c1	Z1139457006
CCn1cc(C#N)c(=O)n(CC(=O)NC2CCCCC2)c1=O	Z226856034
CC(Cn1cccn1)NCC1CCCCC1	Z401933836
COCCn1c(N)c(N(Cc2ccccc2)C(C)=O)c(=O)[nH]c1=O	Z28422957
O=C(Nc1ccncc1)NC1CCC(C(=O)N2CCSCC2)CC1	Z1015301950
O=C(NCC(=O)N1CCCCC1)Nc1ccc(N2CCCCC2)nc1	Z434238520
O=C(NCCN1CCCC1)Nc1cccnc1N1CCCC1	Z448808584
O=C(Nc1cccnc1N1CCOCC1)NC1CCCC1	Z807319866
CC(CNC(=O)Nc1ccc(N2CCOCC2)nc1)N1CCOCC1	Z434194964
O=C(Cn1cnnn1)NC1CCCC(C(F)(F)F)C1	Z375857284
COc1ccc(NC(=O)NCC(=O)N2CCCCC2)cn1	Z433969612
COCCN1CCC(CNC(=O)Cn2cccnc2=O)CC1	Z1050084314
COCCN1CCCC1CNC(=O)Cn1ccc(=O)n(C)c1=O	Z1086109386
Cl.Cl.c1ncn(C2CNC2)n1	Z1013747862
O=C(CC(C1CC1)C1CC1)NCCc1nccs1	Z960038544
O=C(Nc1ccc(OCC(F)(F)F)nc1)NC1CCSCC1	Z987943898
CC(C)(O)Cn1nc(-c2ccccc2)c(-c2ccccc2)nc1=O	Z1103350596
CCN1CCCC(NC(=O)Nc2ccc(N(C)C)nc2)C1	Z763258100
CCn1cc(NC(=O)NCC2(C(N)=O)CCOCC2)ccc1=O	Z859151032
CCC1CCC(CNC(=O)Cc2c(C)nn(C)c2C)CC1	Z872092252
O=C(Nc1ccccn1)NC1CCC(C(=O)N2CCSCC2)CC1	Z1015301966
COCCOc1ncccc1C(=O)NC1CC(=O)N(C)C1	Z993681812
CCSc1ccc(NC(=O)NC2CCN(C)CC2)cn1	Z940425134
CCc1nc(CCNC(=O)C2CC3CCC2C3)cs1	Z1023995040
CC(CNC(=O)Nc1ccc(=O)n(C)c1)N1CCOCC1	Z787723992
CCC1CN(C(=O)NCCc2cnn(C)c2)CCO1	Z543587360
CN(C)c1ccc(NC(=O)NCC2CCCO2)cn1	Z434233956
CCN1CCCC(CNC(=O)Cn2cc(C)cn2)C1	Z934785806
CN(C)C(=O)CNC(=O)Nc1ccc(N2CCOCC2)nc1	Z434198222
CNC(=O)Nc1ccc(N2CCOCC2)nc1	Z339742242
CCn1cc(C#N)c(=O)n(CC(O)CN2CCC(C)CC2)c1=O	Z822176618
Cc1nc(C)c(CC(=O)NC(C)CN2CCCCC2)c(=O)[nH]1	Z408728346
CC(Cn1cccn1)NC(=O)NC1CC1	Z369939638
COCCn1nc(C(=O)N(CC(N)=O)C2CCCC2)ccc1=O	Z769825352
CCC(CNC(=O)Cn1ccccc1=O)N1CCCC1	Z403694044
CC1(NC(=O)Cn2ccnc2)CCS(=O)(=O)C1	Z203973742
O=C(NCC1(O)CCCCC1)Nc1cccnc1N1CCCC1	Z983905210
CC(O)CNC(=O)Nc1ccc(N2CCOCC2)nc1	Z434205090
CC(=O)N1CCC(NC(=O)Nc2ccc(N3CCCCC3)nc2)CC1	Z434244802
CN(C)c1ccc(NC(=O)NCC(C)(C)N2CCOCC2)cn1	Z434225692
Cc1nc(CCNC(=O)CCC2NC(=O)NC2=O)cs1	Z282042422
CC(C)(C)NC(=O)Cc1csc(N2CCCNC2=O)n1	Z1021867352
COCCN1CCC(CNC(=O)Cn2cccn2)CC1	Z1048265078
COc1ncccc1NC(=O)NCC1CC1	Z435653320
CC1CCC(NS(=O)(=O)CC(=O)NCCc2ccccn2)CC1	Z1033226040
O=C(Nc1cccnc1N1CCOCC1)NC1CCCCC1	Z807317062
CCOc1ncccc1NC(=O)NCC1CCCO1	Z434674054
CC(C(=O)NCCN1CCOCC1)n1cncn1	Z337779248
CN(C)CC(C)(C)CNC(=O)c1cccnc1N1CCOCC1	Z252962664
CN1CCC(NC(=O)Cc2csc(C(C)(C)C)n2)CC1	Z1031357674
COCCN1CCC(CNC(=O)Cn2cc(C)cn2)CC1	Z1048269934
CS(=O)c1nncn1CC(=O)NC1CCCCCCC1	Z1126763523
O=C(NCC1CC=CCC1)Nc1cc(C(F)(F)F)c[nH]c1=O	Z874548102
COCCOc1ccc(NC(=O)C2CCC(=O)NC2)cn1	Z434240132
Cc1noc(CCNC(=O)NCC2CCCO2)n1	Z994945452
O=C(Cn1ccc(=O)[nH]c1=O)NCC1CCOC1	Z404728230
Cn1c(=O)ccn(CC(=O)NC2CC(C)(C)NC(C)(C)C2)c1=O	Z383074754
CC(=O)N1CCC(NC(=O)NCCn2ccnc2)CC1	Z448385434
O=C(Cn1cc([N+](=O)[O-])ccc1=O)NCCN1C(=O)CSC1=O	Z17860823
CC1CCC(C)(NC(=O)NCCc2ccccn2)CC1	Z1033466822
Cc1cc(C)n(CC(=O)NCC(=O)N2CCCCC2)n1	Z422580074
Cl.O=C(O)C(O)c1cccnc1	Z788000800
CN(C)c1ccc(NC(=O)NC2CCN(C(=O)C3CC3)CC2)cn1	Z434235740
Cc1noc(C)c1CC(=O)NCC(C)N1CCCC1	Z403710248
CCOc1ncccc1NC(=O)NC1CCN(C(=O)C2CC2)CC1	Z434676042
COCC(=O)Nc1ccc(OC)nc1N1CCN(C(C)=O)CC1	Z994043676
C#CCNC(=O)c1cccnc1N1CCOCC1	Z253486638
Cn1cc(NC(=O)NC2CCOCC2)ccc1=O	Z859316310
CN1CCOC(CNc2nccc(C(F)(F)F)n2)C1	Z954439788
CC(Cn1cccn1)NC(=O)C1CCC(=O)NC1	Z434354542
CCn1c(=O)n(CC(C)(C)O)c2cc(S(=O)(=O)N(C)C)ccc21	Z1103350558
CC(=O)N1CCN(C(=O)NC(C)Cn2cccn2)CC1	Z511519194
COc1ncccc1NC(=O)NC1CCN(C(=O)C2CC2)CC1	Z435654090
COc1ccc(NC(=O)NCC(C)(C)N2CCN(C)CC2)cn1	Z433983200
CCC(NC(=O)Cc1c(C)nn(C)c1C)C1CCCCC1	Z993844480
Cc1nc(CCNC(=O)C2CCC(=O)NC2)cs1	Z434312294
CNC(=O)Nc1nnc(C2CCCCC2)s1	Z371878480
O=C(Cn1ccc(C(F)(F)F)n1)NC1CC1	Z32366890
CC1CC(C)CN(CCNC(=O)Cn2cnnn2)C1	Z422686230
Cn1cc(NC(=O)NC(C2CC2)C2CC2)ccc1=O	Z858576126
CNC(=O)c1cccnc1N1CCOCC1	Z252844626
CC(C)(CNC(=O)Nc1ccc(N2CCCC2)nc1)N1CCOCC1	Z434210648
COc1ncccc1NC(=O)NC1CCN(CC(F)F)CC1	Z951561694
O=C(Nc1ccc(OCC(F)(F)F)nc1)NC1CCCCNC1=O	Z505781904
CCOc1ncccc1NC(=O)NC1CCN(C(C)=O)CC1	Z434670914
CCC(C)(O)CNC(=O)Nc1ccc(N2CCOCC2)nc1	Z994300736
COc1ccc(NC(=O)NCC(=O)NC2CCCCC2)cn1	Z940659996
COc1ccc(NC(=O)NC2CCN(CC(F)(F)F)C2)cn1	Z951556064
CC(C)(C)NC(=O)Cn1[nH]c(=O)ccc1=O	Z252823870
CC1CN(S(=O)(=O)NCCc2cccnc2)CC(C)O1	Z300623028
CN(C)c1ccc(NC(=O)NC2CCCN(S(C)(=O)=O)C2)cn1	Z826277478
COc1ccc(NC(=O)NC2CCN(C(C)=O)CC2)cn1	Z433977526
O=C(Cn1ccc(C(F)(F)F)n1)NC1CCCC1	Z32413074
O=C(Cn1ccc(C(F)(F)F)n1)NCC1CC1	Z288765680
CCOc1ncccc1NC(=O)NCC1CC1	Z434675338
Cc1cc(NC(=O)NC2CC2)n(CCC#N)n1	Z412247168
NC(=O)Cn1cc(NC(=O)N2CCCC(O)C2)cn1	Z595844646
CN(CC(N)=O)C(=O)c1nc(N2CCOCC2)ncc1Cl	Z845180186
CC(Cn1cccn1)NC(=O)C1CCCN(C(N)=O)C1	Z403696376
O=C(Cn1cc(C(F)(F)F)ccc1=O)NCC1CCOC1	Z384360116
CC(C)CN1CCC(NC(=O)Cn2ccc(=O)n(C)c2=O)CC1	Z803686092
O=C(NCCc1ccccn1)NC1CC1	Z177090704
O=C(Cn1ccc(=O)[nH]c1=O)NCCN1C(=O)CSC1=O	Z595015370
Cc1cc(C)n(CC(=O)NCCN2CCC(C)CC2)n1	Z422899366
Cc1nc(C)c(CC(=O)NCC2CCOC2)c(=O)[nH]1	Z402826436
COCCOc1ccc(NC(=O)N2CCC(C)CC2)cn1	Z434977312
O=C(NCC1(O)CCCCC1)Nc1ccccn1	Z983904832
CC(=O)N1CCC(NC(=O)Cn2nc(C)cc2C)CC1	Z192288102
CCN1CCC(CNC(=O)Cc2c(C)noc2C)C1	Z780529352
O=c1c(C(F)(F)F)cc(C2CC2)nn1CC(O)c1ccccc1F	Z734996208
O=C(NCc1ccnc(N2CCOCC2)c1)NCC(F)(F)F	Z356241600
COc1ccc(NC(=O)NCC(=O)N2CCCC2)cn1	Z433982410
C#CCNC(=O)c1ccc(=O)n(CC(=O)NCCC2=CCCCC2)c1	Z1127128297
O=C(Cn1ccc(C(F)(F)F)n1)NCC1CCOC1	Z394173976
COc1ccc(NC(=O)NCC(C)N2CCOCC2)cn1	Z433971630
Cc1cc(C)n(CC(=O)NCCN2CCCC(C)C2)n1	Z422678938
COCCOc1ncccc1CNC(=O)C1CCC1	Z423016328
COc1ncccc1NC(=O)NCC(=O)N1CCCC1	Z435652676
CCCC(=O)N1CCCCC1C(=O)NCCc1cccnc1	Z778735744
NC(=O)Cn1cc(NC(=O)NC2CCC(O)CC2)cn1	Z595834718
CC(Cn1cccn1)NC(=O)CCC1NC(=O)NC1=O	Z403697064
COc1ccc(NC(=O)NCCN2CCOCC2)cn1	Z433982482
COc1ccc(NC(=O)NCC2CCN(C)C2)cn1	Z1127202326
CC(CN1CCOCC1)NC(=O)Cn1[nH]c(=O)ccc1=O	Z422694438
CNC(=O)CN1CCC(NC(=O)Nc2cccnc2)CC1	Z369940296
COc1ccc(NC(=O)NCC2CC2)cn1	Z433983042
CNC(=O)CN1CCC(NC(=O)Cn2ccccc2=O)CC1	Z368076722
CS(=O)(=O)N1CCCC1C(=O)NCCc1cccnc1	Z332974216
O=C(Nc1ccccn1)C1COCCO1	Z381474098
Cc1cc(NC(=O)NCC(C)N2CCCC(C)C2)n(C)n1	Z410714462
CN(C)C1(CNC(=O)Nc2nncs2)CCCCC1	Z409512210
Cc1cc2ncn(CC(O)CN(C)Cc3c(C)noc3C)c2cc1C	Z643978238
CC(NC(=O)Cn1[nH]c(=O)ccc1=O)C1CCCO1	Z403480650
Cc1cc(CN(C)CC(O)Cn2cnc3cc(C)c(C)cc32)no1	Z644087198
Cc1noc(C)c1CC(=O)NCCN1CCCCCC1=O	Z407266698
Cc1cccnc1NC(=O)NCC1(N2CCOCC2)CCSC1	Z558311308
Cc1nnc(NC(=O)NCCN2CCCCCC2=O)s1	Z558416668
NC(=O)CN1CCC(NC(=O)Nc2nccs2)CC1	Z287251194
Cc1cccnc1NC(=O)NC1CCS(=O)(=O)C1	Z445993912
CCn1cc(NC(=O)NCCN2CCCCC2C)cn1	Z511163366
CC(Cn1ccnc1)NC(=O)CN1CCCCCC1=O	Z403713198
CC(NC(=O)Nc1ccccn1)C1CCCO1	Z535468672
CC(C)CN1CCOC(CNC(=O)Cn2cccn2)C1	Z253341388
O=C(NCC(O)CN1CCCCC1)Nc1ccccn1	Z511040590
CC(Cn1cccn1)NC(=O)C1CCS(=O)(=O)C1	Z402801660
Cc1cc(NC(=O)NCCN2CCCCCC2=O)no1	Z558414320
O=C(Nc1nccs1)NC1CCN(C2CC2)CC1	Z275756370
O=C(Cn1cccn1)NC1CCCCNC1=O	Z403317948
Cc1cc2ncn(CC(O)CNCc3cccs3)c2cc1C	Z641298692
Cc1ncc(CN(C)CC(O)Cn2cnc3cc(C)c(C)cc32)s1	Z642736836
Cc1nc(CCNC(=O)NCC2CCCO2)cs1	Z432455194
COc1ncccc1NC(=O)NCCN1CCCCCC1=O	Z435642664
Cc1cc(NC(=O)NC2CCN(C3CC3)CC2)n(C)n1	Z410716422
Cc1cccnc1NC(=O)NCC(O)CN1CCCCC1	Z511048358
CC1CCCCC1OCCn1cc(C#N)c(=O)[nH]c1=O	Z666562500
CC1CN(CCNC(=O)Nc2ccccn2)CC(C)O1	Z495866764
CC(=O)NC(C(=O)NCc1ccc(N2CCOC(C)C2)nc1)C(C)C	Z422249420
COc1ncccc1NC(=O)NC1CCCCNC1=O	Z505763696
O=C(NCCC(=O)N1CCCC1)Nc1nncs1	Z409509398
COCCn1nc(C(=O)NCCN2CCCCC2C)ccc1=O	Z422677680
CC(CN1CCOCC1)NC(=O)Nc1ccccn1	Z511574604
COCCn1nc(C(=O)NC2CCCCCC2)ccc1=O	Z118405832
COCCn1c(SCC(=O)NC2CCCC2)nc(O)cc1=O	Z26144596
CC(CNC(=O)Nc1ccc(N(C)C)nc1)N1CCOCC1	Z434226144
O=C(NCC(C1CCOC1)N1CCOCC1)Nc1ccncc1	Z495958958
CS(=O)(=O)N1CCC(NC(=O)Nc2ccccn2)CC1	Z494717928
O=C(Cn1cc(C(F)(F)F)ccc1=O)NC1CCCCNC1=O	Z403317890
COc1ncccc1NC(=O)NCC(C)(C)N1CCN(C)CC1	Z435653482
CC1CN(CCNC(=O)Nc2cccnc2N2CCCC2)CC(C)O1	Z434535668
O=C(CCS(=O)(=O)C1CCCC1)NCCc1ccccn1	Z432890864
Cc1cc(NC(=O)NCC2CCCO2)n(C)n1	Z410718582
Cc1cc(NC(=O)NCCN2CC(C)OC(C)C2)n(C)n1	Z410716318
CCn1cc(NC(=O)NC2CCN(C3CC3)CC2)cn1	Z411695172
COc1ccc(NC(=O)NC2CCN(S(C)(=O)=O)CC2)cn1	Z433975994
CC(C)C(C)NC(=O)Cc1csc(N2CCCC2=O)n1	Z166911402
CCCc1nnc(NC(=O)NC(C)C2CCCO2)s1	Z411306042
CC(C(=O)NCC(C)(C)N1CCOCC1)n1cncn1	Z338157082
Cc1cc(NC(=O)NCC2CC2)n(C)n1	Z410716354
